STATE,LAW ENFORCEMENT AGENCY,TYPE,COUNTY,SUPPORT TYPE,SIGNED,MOA,ADDENDUM,,,,,
SOUTH DAKOTA,Hughes County Sheriff's Office,County,Hughes County ,Warrant Service Officer,2025-03-07 00:00:00,link,,,,,,
SOUTH DAKOTA,Minnehaha County Sheriff's Office,County,Minnehaha County,Warrant Service Officer,2025-03-17 00:00:00,link,,,,,,
SOUTH DAKOTA,South Dakota Department of Corrections,State Agency,#NA,Jail Enforcement Model,2025-07-25 00:00:00,link pending,,,,,,
SOUTH DAKOTA,South Dakota Department of Corrections,State Agency,#NA,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
SOUTH DAKOTA,South Dakota Division of Criminal Investigation,State Agency,#N/A,Task Force Model,2025-06-11 00:00:00,link,,,,,,
SOUTH DAKOTA,South Dakota Highway Patrol,State Agency,#N/A,Task Force Model,2025-05-22 00:00:00,link,,,,,,
TENNESSEE,Bradley County Sheriff's Office,County,Bradley County,Jail Enforcement Model,2025-06-03 00:00:00,link,,,,,,
TENNESSEE,Coffee County Sheriff's Office,County,Coffee County,Warrant Service Officer,2025-07-02 00:00:00,link pending,,,,,,
TENNESSEE,Cumberland County Sheriff's Office,County,Cumberland County,Warrant Service Officer,2025-06-25 00:00:00,link pending,,,,,,
TENNESSEE,Dyer County Sheriff's Office,County,Dyer County ,Warrant Service Officer,2025-07-02 00:00:00,link pending,,,,,,
TENNESSEE,Franklin County Sheriff's Office ,County,Franklin County,Jail Enforcement Model,2025-07-07 00:00:00,link pending,,,,,,
TENNESSEE,Giles County Sheriff's Office,County,Giles County,Warrant Service Officer,2025-04-16 00:00:00,link,,,,,,
TENNESSEE,Grainger County Sheriff's Office,County,Grainger County,Warrant Service Officer,2025-06-17 00:00:00,link pending,,,,,,
TENNESSEE,Greene County Sheriff’s Office,County,Greene County,Jail Enforcement Model,2020-06-09 00:00:00,link,,,,,,
TENNESSEE,Grundy County Sheriff's Office ,County,Grundy County,Warrant Service Officer,2025-07-07 00:00:00,link pending,,,,,,
TENNESSEE,Hamilton County Sheriff's Office,County,Hamilton County,Jail Enforcement Model,2025-03-17 00:00:00,link,,,,,,
TENNESSEE,Haywood County Sheriff's Office,County,Haywood County,Warrant Service Officer,2025-07-15 00:00:00,link pending,,,,,,
TENNESSEE,Knox County Sheriff’s Office,County,Knox County,Jail Enforcement Model,2020-06-08 00:00:00,link,,,,,,
TENNESSEE,Macon County Sheriff's Office,County,Macon County,Warrant Service Officer,2025-06-03 00:00:00,link,,,,,,
TENNESSEE,Madison County Sheriff's Office,County,Macon County,Warrant Service Officer,2025-07-02 00:00:00,link pending,,,,,,
TENNESSEE,McMinn County Sheriff's Office,County,McMinn County,Warrant Service Officer,2025-07-18 00:00:00,link pending,,,,,,
TENNESSEE,Monroe County Sheriff's Office,County ,Monroe County,Jail Enforcement Model ,2025-08-28 00:00:00,link pending,,,,,,
TENNESSEE,Morgan County Sheriff's Office,County,Morgan County ,Jail Enforcement Model,2025-06-11 00:00:00,link pending,,,,,,
TENNESSEE,Putnam County Sheriff's Office,County,Putnam County ,Jail Enforcement Model,2025-02-24 00:00:00,link,,,,,,
TENNESSEE,Putnam County Sheriff's Office,County,Putnam County,Task Force Model,2025-06-24 00:00:00,link,,,,,,
TENNESSEE,Robertson County Sheriff's Office,County,Robertson County,Warrant Service Officer,2025-07-07 00:00:00,link,,,,,,
TENNESSEE,Rutherford County Sheriff's Office ,County ,Rutherford County ,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
TENNESSEE,Sparta Police Department ,Municipality,Sparta-White County,Task Force Model,2025-08-06 00:00:00,link pending,,,,,,
TENNESSEE,Sullivan County Sheriff's Office,County,Sullivan County,Warrant Service Officer,2025-05-22 00:00:00,link,,,,,,
TENNESSEE,Sumner County Sheriff's Office,County,Sumner County,Warrant Service Officer,2025-04-29 00:00:00,link,,,,,,
TENNESSEE,Tennessee Department of Corrections,State Agency,#N/A,Jail Enforcement Model,2025-06-16 00:00:00,link pending,,,,,,
TENNESSEE,Tennessee Department of Safety and Homeland Security ,State Agency,#N/A,Task Force Model,2025-05-13 00:00:00,link,,,,,,
TENNESSEE,Trousdale County Sheriff's Office ,County ,Trousdale County ,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
TEXAS,Anderson County Sheriff's Office,County,Anderson County,Warrant Service Officer,2025-06-18 00:00:00,link pending,,,,,,
TEXAS,Angelina County Sheriff's Office,County,Angelina County,Warrant Service Officer,2025-06-18 00:00:00,link,,,,,,
TEXAS,Aransas County Sheriff's Office,County,Aransas County ,Jail Enforcement Model,2020-06-08 00:00:00,link,link,,,,,
TEXAS,Archer County Sheriff's Office,County ,Archer County ,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
TEXAS,Atascosa County Sheriff's Office,County,Atascosa County,Task Force Model,2025-05-08 00:00:00,link,,,,,,
TEXAS,Austin County Sheriff's Office,County,Austin County,Warrant Service Officer,2025-04-16 00:00:00,link,,,,,,
TEXAS,Bailey County Sheriff's Office,County,Bailey County,Warrant Service Officer,2025-07-31 00:00:00,link,,,,,,
TEXAS,Bee County Sheriff's Office,County,Bee County ,Warrant Service Officer,2025-02-24 00:00:00,link pending,,,,,,
TEXAS,Bell County Sheriff's Office,County ,Bell County ,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
TEXAS,Bosque County Sheriff's Office ,County ,Bosque County ,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
TEXAS,Brazoria County Sheriff's Office,County ,Brazoria County,Warrant Service Officer,2025-08-07 00:00:00,link,,,,,,
TEXAS,Brooks County Sheriff's Office,County,Brooks County,Task Force Model,2025-06-12 00:00:00,link,,,,,,
TEXAS,Brooks County Sheriff's Office,County,Brooks County,Jail Enforcement Model,2025-06-11 00:00:00,link,,,,,,
TEXAS,Burleson County Sheriff's Office,County,Burleson County,Warrant Service Officer,2025-04-16 00:00:00,link,,,,,,
TEXAS,Burnet County Sheriff's Office,County,Burnet County ,Warrant Service Officer,2019-11-05 00:00:00,link,,,,,,
TEXAS,Caldwell County Sheriff's Office,County,Caldwell County,Task Force Model,2025-07-15 00:00:00,link,,,,,,
TEXAS,Calhoun County Sheriff’s Office,County,Calhoun County,Jail Enforcement Model,2020-03-13 00:00:00,link,,,,,,
TEXAS,Calhoun County Sheriff's Office,County,Calhoun County ,Warrant Service Officer,2025-02-24 00:00:00,link,,,,,,
TEXAS,Calhoun County Sheriff's Office,County,Calhoun County ,Task Force Model,2025-03-07 00:00:00,link,,,,,,
TEXAS,Callahan County Sheriff's Office,County,Callahan County,Task Force Model,2025-07-23 00:00:00,link,,,,,,
TEXAS,Callahan County Sheriff's Office,County,Callahan County,Warrant Service Officer,2025-07-23 00:00:00,link,,,,,,
TEXAS,Carson County Sheriff's Office,County ,Carson County ,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
TEXAS,Chambers County Sheriff’s Office,County,Chambers County,Jail Enforcement Model,2020-06-09 00:00:00,link,,,,,,
TEXAS,Childress County Sheriff's Office,County,Childress County,Warrant Service Officer,2025-06-30 00:00:00,link pending,,,,,,
TEXAS,Coke County Sheriff's Office,County,Coke County,Task Force Model,2025-05-13 00:00:00,link,,,,,,
TEXAS,Colorado County Sheriff's Office,County,Colorado County,Jail Enforcement Model,2025-05-22 00:00:00,link,,,,,,
TEXAS,Cooke County Sheriff's Office,County,Cooke County,Warrant Service Officer,2025-07-24 00:00:00,link,,,,,,
TEXAS,Crosby County Sheriff's Office,County ,Crosby County,Warrant Service Officer,2025-08-28 00:00:00,link,,,,,,
TEXAS,Dallam County Sheriff's Office,County,Dallam County,Warrant Service Officer,2025-07-31 00:00:00,link pending,,,,,,
TEXAS,Deaf Smith County Sheriff's Office,County,Deaf Smith County,Warrant Service Officer,2025-03-17 00:00:00,link,,,,,,
TEXAS,Denton County Sheriff's Office,County,Denton County,Jail Enforcement Model,2025-07-29 00:00:00,link,,,,,,
TEXAS,DeWitt County Sheriff’s Office,County,DeWitt County,Jail Enforcement Model,2020-06-08 00:00:00,link,,,,,,
TEXAS,DeWitt County Sheriff’s Office,County,DeWitt County,Warrant Service Officer,2025-02-26 00:00:00,link,,,,,,
TEXAS,Dickens County Sheriff's Office,County,Dickens County,Warrant Service Officer,2025-06-25 00:00:00,link pending,,,,,,
TEXAS,Ellis County Sheriff's Office,County,Ellis County,Jail Enforcement Model,2025-04-16 00:00:00,link,,,,,,
TEXAS,Falls County Sheriff's Office,County,Falls County,Task Force Model,2025-03-25 00:00:00,link,,,,,,
TEXAS,Fayette County Sheriff's Office,County,Fayette County ,Warrant Service Officer,2025-03-21 00:00:00,link,,,,,,
TEXAS,Fort Bend County Sheriff's Office,County,Fort Bend County,Warrant Service Officer,2025-05-28 00:00:00,link,,,,,,
TEXAS,Fort Bend County Sheriff's Office,County,Fort Bend County,Jail Enforcement Model,2025-05-28 00:00:00,link,,,,,,
TEXAS,Franklin County Sheriff's Office,County,Franklin County,Jail Enforcement Model,2025-05-20 00:00:00,link pending,,,,,,
TEXAS,Gaines County Sheriff's Office,County,Gaines County,Warrant Service Officer,2025-07-31 00:00:00,link pending,,,,,,
TEXAS,Galveston County Sheriff’s Office,County,Galveston County,Jail Enforcement Model,2020-06-08 00:00:00,link,,,,,,
TEXAS,Galveston County Sheriff's Office,County,Galveston County,Warrant Service Officer,2025-03-26 00:00:00,link pending,,,,,,
TEXAS,Galveston County Sheriff's Office,County,Galveston County,Task Force Model,2025-07-23 00:00:00,link pending,,,,,,
TEXAS,Garza County Sheriff's Office,County,Garza County,Warrant Service Officer,2025-07-07 00:00:00,link pending,,,,,,
TEXAS,Goliad County Sheriff’s Office,County,Goliad County,Jail Enforcement Model,2020-06-09 00:00:00,link,,,,,,
TEXAS,Goliad County Sheriff's Office,County,Goliad County ,Warrant Service Officer,2025-02-18 00:00:00,link,,,,,,
TEXAS,Goliad County Sheriff's Office,County,Goliad County ,Task Force Model,2025-02-18 00:00:00,link,,,,,,
TEXAS,Gonzales County Sheriff's Office,County,Gonzales County,Warrant Service Officer,2025-04-02 00:00:00,link,,,,,,
TEXAS,Gray County Sheriff's Office ,County ,Gray County ,Warrant Service Officer,2025-08-28 00:00:00,link,,,,,,
TEXAS,Grayson County Sheriff’s Office,County,Grayson County,Jail Enforcement Model,2025-03-21 00:00:00,link,,,,,,
TEXAS,Gregg County Sheriff's Office,County,Gregg County,Jail Enforcement Model,2025-03-17 00:00:00,link,,,,,,
TEXAS,Hale County Sheriff's Office,County ,Hale County,Warrant Service Officer,2025-08-04 00:00:00,link pending,,,,,,
TEXAS,Hamilton County Sheriff's Office ,County,Hamilton County,Task Force Model,2025-04-10 00:00:00,link,,,,,,
TEXAS,Hardeman County Sheriff's Office,County,Hardeman County,Warrant Service Officer,2025-06-25 00:00:00,link pending,,,,,,
TEXAS,Harrison County Sheriff's Office,County,Harrison County ,Warrant Service Officer,2025-02-24 00:00:00,link,,,,,,
TEXAS,Hartley County Sheriff's Office,County,Hartley County,Task Force Model,2025-07-23 00:00:00,link pending,,,,,,
TEXAS,Hemphill County Sheriff's Office,County,Hemphill County,Warrant Service Officer,2025-07-24 00:00:00,link,,,,,,
TEXAS,Hill County Sheriff's Office,County,Hill County,Warrant Service Officer,2025-05-07 00:00:00,link,,,,,,
TEXAS,Hockley County Sheriff's Office,County ,Hockley County,Warrant Service Officer,2025-08-04 00:00:00,link pending,,,,,,
TEXAS,Hood County Sheriff's Office,County,Hood County,Warrant Service Officer,2025-05-13 00:00:00,link,,,,,,
TEXAS,Houston County Sheriff's Office,County,Houston County,Warrant Service Officer,2025-04-02 00:00:00,link,,,,,,
TEXAS,Jack County Sheriff's Office,County,Jack County,Warrant Service Officer,2025-07-24 00:00:00,link,,,,,,
TEXAS,Jackson County Sheriff's Office,County,Jackson County ,Jail Enforcement Model,2020-06-08 00:00:00,link,,,,,,
TEXAS,Jackson County Sheriff's Office ,County,Jackson County  ,Warrant Service Officer,2025-02-24 00:00:00,link,,,,,,
TEXAS,Jasper County Sheriff's Office ,County ,Jasper County ,Warrant Service Officer,2025-08-07 00:00:00,link pending,,,,,,
TEXAS,Jefferson County Sheriff's Office,County,Jefferson County,Warrant Service Officer,2025-06-30 00:00:00,link,,,,,,
TEXAS,Jefferson County Sheriff's Office,County,Jefferson County,Task Force Model,2025-06-30 00:00:00,link,,,,,,
TEXAS,Jim Wells County Sheriff's Office,County,Jim Wells County,Warrant Service Officer,2025-03-26 00:00:00,link,,,,,,
TEXAS,Jim Wells County Sheriff's Office,County,Jim Wells County ,Jail Enforcement Model,2025-02-28 00:00:00,link,,,,,,
TEXAS,Jim Wells County Sheriff's Office,County,Jim Wells County,Task Force Model,2025-03-25 00:00:00,link,,,,,,
TEXAS,Keller Police Department ,Municipality,Tarrant County,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
TEXAS,Kendall County Sheriff's Office,County,Kendall County ,Warrant Service Officer,2020-12-23 00:00:00,link,,,,,,
TEXAS,Kerr County Sheriff's Office,County,Kerr County,Warrant Service Officer,2025-05-02 00:00:00,link pending,,,,,,
TEXAS,Kerr County Sheriff's Office,County,Kerr County,Jail Enforcement Model,2025-05-02 00:00:00,link,,,,,,
TEXAS,Kerr County Sheriff's Office,County,Kerr County,Task Force Model,2025-05-08 00:00:00,link,,,,,,
TEXAS,Kinney County Sheriff's Office,County,Kinney County,Task Force Model,2025-03-26 00:00:00,link,,,,,,
TEXAS,Kleberg County Sheriff's Office,County,Kleberg County ,Jail Enforcement Model,2020-07-31 00:00:00,link,,,,,,
TEXAS,Knox County Sheriff's Office,County,Knox County,Warrant Service Officer,2025-06-30 00:00:00,link pending,,,,,,
TEXAS,Lamb County Sheriff's Office,County,Lamb County,Warrant Service Officer,2025-06-17 00:00:00,link pending,,,,,,
TEXAS,Lampasas County Sheriff's Office,County,Lampasas County,Warrant Service Officer,2025-07-15 00:00:00,link,,,,,,
TEXAS,Lavaca County Sheriff’s Office,County,Lavaca County,Jail Enforcement Model,2020-06-08 00:00:00,link,,,,,,
TEXAS,Lavaca County Sheriff's Office,County,Lavaca County ,Warrant Service Officer,2025-02-24 00:00:00,link,,,,,,
TEXAS,Lee County Sheriff's Office,County ,Lee County,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
TEXAS,Live Oak County Sheriff's Office ,County,Live Oak County,Warrant Service Officer,2025-04-16 00:00:00,link,,,,,,
TEXAS,Lubbock County Sheriff's Office,County,Lubbock County ,Jail Enforcement Model,2020-06-08 00:00:00,link,,,,,,
TEXAS,Lynn County Sheriff's Office,County,Lynn County,Warrant Service Officer,2025-07-02 00:00:00,link pending,,,,,,
TEXAS,Madison County Sheriff's Office,County,Madison County,Warrant Service Officer,2025-06-12 00:00:00,link pending,,,,,,
TEXAS,Matagorda County Sheriff's Office,County,Matagorda County ,Jail Enforcement Model,2020-03-13 00:00:00,link,,,,,,
TEXAS,McMullen County Sheriff's Office,County,McMullen County ,Warrant Service Officer,2025-02-27 00:00:00,link,,,,,,
TEXAS,Medina County Sheriff's Office,County,Medina County,Task Force Model,2025-03-26 00:00:00,link,,,,,,
TEXAS,Milam County Sheriff's Office,County,Milam County,Warrant Service Officer,2025-06-11 00:00:00,link pending,,,,,,
TEXAS,Montgomery County Sheriff’s Office,County,Montgomery County,Jail Enforcement Model,2020-06-09 00:00:00,link,link,,,,,
TEXAS,Moore County Sheriff's Office ,County ,Moore County,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
TEXAS,Morris County Sheriff's Office ,County ,Morris County ,Jail Enforcement Model ,2025-08-28 00:00:00,link pending,,,,,,
TEXAS,Motley County Sheriff's Office ,County ,Motley County,Task Force Model,2025-08-28 00:00:00,link,,,,,,
TEXAS,Nacogdoches County Sheriff's Office ,County ,Nacogdoches County,Warrant Service Officer,2025-08-04 00:00:00,link pending,,,,,,
TEXAS,Newton County Sheriff's Office,County,Newton County ,Warrant Service Officer,2025-06-12 00:00:00,link pending,,,,,,
TEXAS,Nixon Police Department,Municipality,#N/A,Task Force Model,2025-02-28 00:00:00,link,,,,,,
TEXAS,Nueces County Sheriff's Office,County,Nueces County ,Jail Enforcement Model,2020-06-09 00:00:00,link,link,,,,,
TEXAS,Ochiltree County Sheriff's Office,County ,Ochiltree County,Warrant Service Officer,2025-07-24 00:00:00,link,,,,,,
TEXAS,Oldham County Sheriff's Office,County ,Oldham County,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
TEXAS,Orange County Sheriff's Office,County,Orange County,Warrant Service Officer,2025-05-07 00:00:00,link pending,,,,,,
TEXAS,Panola County Sheriff's Office,County,Panola County,Warrant Service Officer,2025-03-26 00:00:00,link pending,,,,,,
TEXAS,Panola County Sheriff's Office,County,Panola County,Task Force Model,2025-04-02 00:00:00,link,,,,,,
TEXAS,Parker County Sheriff's Office,County,Parker County ,Warrant Service Officer,2025-02-27 00:00:00,link,,,,,,
TEXAS,Polk County Sheriff's Office,County,Polk County,Warrant Service Officer,2025-05-07 00:00:00,link pending,,,,,,
TEXAS,Potter County Sheriff's Office,County,Potter County ,Jail Enforcement Model,2020-03-02 00:00:00,link,,,,,,
TEXAS,Rains County Sheriff's Office,County,Rains County,Warrant Service Officer,2025-06-11 00:00:00,link pending,,,,,,
TEXAS,Randall County Sheriff's Office,County,Randall County ,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
TEXAS,Randall County Sheriff's Office,County,Randall County ,Jail Enforcement Model,2025-02-28 00:00:00,link pending,,,,,,
TEXAS,Reagan County Sheriff's Office ,County ,Reagan County ,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
TEXAS,Refugio County Sheriff’s Office,County,Refugio County,Warrant Service Officer,2025-03-07 00:00:00,link,,,,,,
TEXAS,Refugio County Sheriff’s Office,County,Refugio County,Jail Enforcement Model,2020-06-09 00:00:00,link,,,,,,
TEXAS,Rockwall County Sheriff's Office,County,Rockwall County ,Warrant Service Officer,2025-07-07 00:00:00,link pending,,,,,,
TEXAS,Rockwall County Sheriff's Office,County,Rockwall County ,Jail Enforcement Model,2020-06-09 00:00:00,link,,,,,,
TEXAS,Rockwall County Sheriff's Office,County,Rockwall County ,Task Force Model,2025-07-07 00:00:00,link,,,,,,
TEXAS,Rusk County Sheriff's Office ,County,Rusk County  ,Warrant Service Officer,2025-03-05 00:00:00,link,,,,,,
TEXAS,Rusk County Sheriff's Office ,County,Rusk County  ,Task Force Model,2025-08-28 00:00:00,link,,,,,,
TEXAS,San Patricio County Sheriff’s Office,County,San Patricio County,Jail Enforcement Model,2020-09-03 00:00:00,link,,,,,,
TEXAS,Schleicher County Sheriff's Office,County,Schleicher County,Warrant Service Officer,2025-04-02 00:00:00,link,,,,,,
TEXAS,Scurry County Sheriff's Office,County,Scurry County,Warrant Service Officer,2025-06-25 00:00:00,link pending,,,,,,
TEXAS,Shackelford County Sheriff's Office,County ,Shackelford County,Warrant Service Officer,2025-07-24 00:00:00,link,,,,,,
TEXAS,Smith County Sheriff’s Office,County,Smith County,Jail Enforcement Model,2020-06-09 00:00:00,link,,,,,,
TEXAS,Smith County Sheriff’s Office,County,Smith County,Task Force Model,2025-02-18 00:00:00,link,,,,,,
TEXAS,Splendora Police Department,Municipality,#N/A,Task Force Model,2025-06-13 00:00:00,link,,,,,,
TEXAS,Sterling County Sheriff's Office,County ,Sterling County,Task Force Model,2025-07-23 00:00:00,link,,,,,,
TEXAS,Sutton County Sheriff's Office,County,Sutton County ,Warrant Service Officer,2025-03-10 00:00:00,link,,,,,,
TEXAS,Sutton County Sheriff's Office,County,Sutton County ,Task Force Model,2025-03-10 00:00:00,link,,,,,,
TEXAS,Tarrant County Sheriff’s Office,County,Tarrant County,Jail Enforcement Model,2020-06-16 00:00:00,link,,,,,,
TEXAS,Terrell County Sheriff's Office,County,Terrell County,Warrant Service Officer,2025-04-16 00:00:00,link,,,,,,
TEXAS,Terrell County Sheriff's Office,County,Terrell County ,Jail Enforcement Model,2020-06-09 00:00:00,link,,,,,,
TEXAS,Terrell County Sheriff's Office,County,Terrell County,Task Force Model,2025-07-02 00:00:00,link,,,,,,
TEXAS,Terry County Sheriff's Office,County,Terry County,Warrant Service Officer,2025-07-07 00:00:00,link pending,,,,,,
TEXAS,Texas National Guard,State Agency,#N/A,Task Force Model,2025-04-10 00:00:00,link,,,,,,
TEXAS,Texas Office of the Attorney General,State Agency,#N/A,Task Force Model,2025-01-30 00:00:00,link,,,,,,
TEXAS,Titus County Sheriff's Office,County,Titus County ,Warrant Service Officer,2025-03-10 00:00:00,link,,,,,,
TEXAS,Titus County Sheriff's Office,County,Titus County ,Task Force Model,2025-03-10 00:00:00,link,,,,,,
TEXAS,Trinity County Sheriff's Office ,County ,Trinity County ,Warrant Service Officer,2025-08-07 00:00:00,link pending,,,,,,
TEXAS,Victoria County Sheriff’s Office,County,Victoria County,Warrant Service Officer,2025-02-26 00:00:00,link,,,,,,
TEXAS,Victoria County Sheriff’s Office,County,Victoria County,Jail Enforcement Model,2020-06-08 00:00:00,link,,,,,,
TEXAS,Victoria County Sheriff’s Office,County,Victoria County,Task Force Model,2025-07-07 00:00:00,link,,,,,,
TEXAS,Walker County Sheriff’s Department,County,Walker County,Jail Enforcement Model,2020-06-09 00:00:00,link,,,,,,
TEXAS,Walker County Sheriff's Office,County,Walker County,Warrant Service Officer,2025-04-02 00:00:00,link,,,,,,
TEXAS,Waller County Sheriff’s Office,County,Waller County,Warrant Service Officer,2020-02-12 00:00:00,link,,,,,,
TEXAS,Wharton County Sheriff’s Office,County,Wharton County,Jail Enforcement Model,2020-06-09 00:00:00,link,,,,,,
TEXAS,Wharton County Sheriff's Office,County,Wharton County,Warrant Service Officer,2025-04-02 00:00:00,link,,,,,,
TEXAS,Wichita County Sheriff's Office,County,Wichita County,Warrant Service Officer,2025-04-16 00:00:00,link pending,,,,,,
TEXAS,Winkler County Sheriff's Office,County,Winkler County,Warrant Service Officer,2025-03-26 00:00:00,link,,,,,,
TEXAS,Winkler County Sheriff's Office,County,Winkler County,Task Force Model,2025-04-14 00:00:00,link,,,,,,
TEXAS,Winkler County Sheriff's Office,County,Winkler County,Jail Enforcement Model,2025-03-21 00:00:00,link,,,,,,
TEXAS,Yoakum County Sheriff's Office,County,Yoakum County,Warrant Service Officer,2025-06-25 00:00:00,link pending ,,,,,,
TEXAS ,Ector County Sheriff's Office,County ,Ector County ,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
TEXAS ,Lipscomb County Sheriff's Office,County ,Lipscomb County,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
TEXAS ,Palo Pinto County Sheriff's Office,County ,Palo Pinto County,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
TEXAS ,Pecos County Sheriff's Office,County ,Pecos County,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
TEXAS ,San Jacinto County Sheriff's Office,County ,San Jacinto County,Task Force Model,2025-08-28 00:00:00,link,,,,,,
TEXAS ,Swisher County Sheriff's Office,County ,Swisher County,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
TEXAS ,Upton County Sheriff's Office,County ,Upton County ,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
UTAH,Beaver County Sheriff's Office,County,Beaver County,Warrant Service Officer,2025-07-11 00:00:00,link,,,,,,
UTAH,Cache County Sheriff's Office,County,Cache County,Warrant Service Officer,2025-08-04 00:00:00,link,,,,,,
UTAH,Kane County Sheriff's Office,County ,Kane County,Warrant Service Officer,2025-07-24 00:00:00,link,,,,,,
UTAH,Riverton Police Department,Municipality,Salt Lake County,Task Force Model,2025-08-28 00:00:00,link pending,,,,,,
UTAH,Sanpete County Sheriff's Office,County,Sanpete County,Jail Enforcement Model,2025-06-11 00:00:00,link pending,,,,,,
UTAH,Tooele County Sheriff's Office,County,Tooele County,Task Force Model,2025-07-02 00:00:00,link,,,,,,
UTAH,Tooele County Sheriff's Office,County,Tooele County,Warrant Service Officer,2025-06-25 00:00:00,link pending,,,,,,
UTAH,Utah County Sheriff's Office,County ,Utah County,Task Force Model,2025-07-24 00:00:00,link pending,,,,,,
UTAH,Utah County Sheriff's Office,County ,Utah County,Warrant Service Officer,2025-07-24 00:00:00,link pending,,,,,,
UTAH,Utah Department of Corrections,State Agency,#N/A,Warrant Service Officer,2025-05-13 00:00:00,link,,,,,,
UTAH,Wasatch County Sheriff's Office,County,Wasatch County,Warrant Service Officer,2025-08-04 00:00:00,link,,,,,,
UTAH,Washington County Sheriff's Office,County,Washington County,Jail Enforcement Model,2025-03-21 00:00:00,link,,,,,,
UTAH,Washington County Sheriff's Office,County,Washington County,Task Force Model,2025-03-21 00:00:00,link,,,,,,
UTAH,Weber County Sheriff's Office,County,Weber County,Task Force Model,2025-07-02 00:00:00,link,,,,,,
VIRGINIA,Alleghany County Sheriff's Office,County,Alleghany County,Warrant Service Officer,2025-06-03 00:00:00,link,,,,,,
VIRGINIA,Amherst County Sheriff's Office ,County ,Amherst County,Task Force Model,2025-07-29 00:00:00,link,,,,,,
VIRGINIA,Appomattox County Sheriff's Office,County,Appomattox County,Task Force Model,2025-05-13 00:00:00,link,,,,,,
VIRGINIA,Bedford County Sheriff's Office,County,Bedford County ,Task Force Model,2025-03-07 00:00:00,link,,,,,,
VIRGINIA,Buchanan County Sheriff's Office,County,Buchanan County,Task Force Model,2025-06-11 00:00:00,link,,,,,,
VIRGINIA,Buckingham County Sheriff's Office,County,Buckingham County,Task Force Model,2025-05-16 00:00:00,link,,,,,,
VIRGINIA,Campbell County Sheriff's Office,County,Campbell County,Task Force Model,2025-05-08 00:00:00,link,,,,,,
VIRGINIA,Craig County Sheriff's Office,County,Craig County,Task Force Model,2025-05-16 00:00:00,link,,,,,,
VIRGINIA,Franklin County Sheriff's Office,County,Franklin County,Task Force Model,2025-04-23 00:00:00,link,,,,,,
VIRGINIA,Grayson County Sheriff's Office,County,Grayson County,Task Force Model,2025-05-08 00:00:00,link,,,,,,
VIRGINIA,Greene County Sheriff's Office,County,Greene County,Task Force Model,2025-05-08 00:00:00,link,,,,,,
VIRGINIA,Hopewell County Sheriff's Office,Municipality,Hopewell County,Warrant Service Officer,2025-07-02 00:00:00,link,,,,,,
VIRGINIA,Hopewell County Sheriff's Office,County,Hopewell County,Task Force Model,2025-06-30 00:00:00,link,,,,,,
VIRGINIA,Hopewell County Sheriff's Office,Municipality,Hopewell County,Jail Enforcement Model,2025-07-02 00:00:00,link,,,,,,
VIRGINIA,Loudoun County Sheriff's Office,County,Loudoun County,Warrant Service Officer,2025-03-26 00:00:00,link,,,,,,
VIRGINIA,Mecklenburg County Sheriff's Office,County,Mecklenburg County,Task Force Model,2025-05-13 00:00:00,link,,,,,,
VIRGINIA,Pittsylvania County Sheriff's Office,County,Pittsylvania County,Jail Enforcement Model,2025-06-12 00:00:00,link pending,,,,,,
VIRGINIA,Pittsylvania County Sheriff's Office,County,Pittsylvania County,Task Force Model,2025-06-13 00:00:00,link,,,,,,
VIRGINIA,"Rappahannok,Shenandoah, Warren Regional Jail Authority",Municipality,#NA,Warrant Service Officer,2025-08-28 00:00:00,link pending,,,,,,
VIRGINIA,Richmond County Sheriff's Office,County,Richmond County,Task Force Model,2025-06-12 00:00:00,link,,,,,,
VIRGINIA,Scott County Sheriff's Office,County,Scott County,Task Force Model,2025-06-11 00:00:00,link,,,,,,
VIRGINIA,Shenandoah County Sheriff's Office,County,Shenandoah County ,Task Force Model,2025-04-14 00:00:00,link,,,,,,
VIRGINIA,Smyth County Sheriff's Office ,County,Smyth County,Task Force Model,2025-04-14 00:00:00,link,,,,,,
